QUERY;CIRCE;SEMANTIC;OVERLAP
ragioneria di stato;['84.11.1'];['82.99.1', '82.19.0', '64.19.4', '66.19.4', '69.20.2', '69.20.1', '84.13.9', '64.11.0', '64.19.1'];0
commercio coperture tetti;['43.91.0'];['47.51.1', '43.91.0', '46.42.1', '46.47.2', '47.53.1', '47.71.5', '46.73.2', '47.26.0', '46.41.1'];1
commercio all ingrosso vestiti;['46.42.1'];['46.42.2', '47.71.1', '47.51.1', '46.42.1', '46.47.2', '47.79.3', '46.73.2', '46.41.1', '46.76.3', '46.42.4'];1
progettazione fornitura installazione di impianti fotovoltaici per conto di terzi;['71.12.1', '43.21.0'];['09.10.0', '68.31.0', '27.11.0', '26.11.0', '35.14.0', '02.40.0', '43.29.0', '43.21.0', '33.20.0'];1
lavori di ricomposizione ambientale;['43.29.0'];['43.91.0', '22.11.2', '43.12.0', '42.21.0', '43.11.0', '38.32.3', '43.29.0', '43.99.0', '38.11.0', '39.00.0'];1
commercio dettaglio internet di pannelli fotovoltaici;['46.69.2', '27.11.0', '43.21.0'];['47.54.0', '47.52.1', '47.78.2', '47.59.3', '46.74.2', '47.24.1', '27.11.0', '46.69.2', '47.41.0', '47.43.0'];1
lavori pulizia non classificate;['81.29.9'];['43.39.0', '38.21.0', '81.22.0', '49.41.0', '95.29.0', '81.29.9', '43.99.0', '81.21.0', '82.99.9', '38.11.0'];1
progettazione impianti sportivi;['93.11.3', '71.12.1', '93.11.9', '42.99.0'];['30.12.0', '93.11.3', '93.11.1', '42.21.0', '32.30.0', '43.12.0', '71.12.2', '93.11.9', '43.99.0', '77.21.0'];1
studio di grafica;['74.10.2'];['69.10.1', '85.52.0', '71.11.0', '71.12.1', '74.20.2', '90.03.0', '59.20.3', '46.69.9', '74.10.2'];1
organizzazione evente, erogazione di servizi creativi di artigianato come bomboniere, allestimento per feste;['73.11.0'];['25.72.0', '32.99.9', '77.29.9', '90.02.0', '96.09.0', '56.21.0', '82.92.2', '93.29.9', '82.30.0', '79.90.1'];0
procacciatore d affari articoli rubinetteria;['46.13.0', '46.15.0', '46.74.2', '46.18.2', '46.11.0', '46.19.0', '28.14.0'];['46.16.0', '46.13.0', '46.18.1', '46.15.0', '46.14.0', '46.12.0', '46.18.9', '46.18.2', '46.17.0', '46.18.3'];1
attivita di consulenza gestionale;['70.22.0'];['69.10.1', '74.90.2', '70.10.0', '70.22.0', '69.20.1', '66.19.2', '74.90.3'];1
grv service s r l;['n.c.   '];['81.10.0', '66.30.0', '75.00.0', '80.30.0', '96.09.0', '49.42.0', '80.10.0', '80.20.0', '53.20.0', '82.99.9'];0
pubblici esercizi alimenti e bevande;['56.10.1'];['56.10.4', '46.34.2', '56.10.3', '46.34.1', '47.25.0', '46.17.0', '47.11.4', '46.38.9', '46.38.3'];0
commercio al dettaglio e allingrosso di qualsiasi prodotto anche mediante internet, compresi gli alimentari;['47.91.1'];['47.91.2', '46.42.1', '46.43.1', '47.65.0', '46.52.0', '47.89.0', '47.91.1', '47.11.5', '46.38.9', '47.91.3'];1
trasporto mediante noleggio di autovetture;['49.41.0', '77.11.0', '49.32.2'];['77.35.0', '77.11.0', '49.32.2', '77.12.0', '49.32.1', '49.41.0', '49.50.2', '77.39.9', '77.34.0', '77.39.1'];1
fabricazione di macchine per l' agricoltura;['28.30.9'];['28.30.1', '28.23.0', '28.41.0', '31.02.0', '28.95.0', '25.73.1', '28.30.9', '28.11.1', '28.99.9', '28.94.1'];1
gestione spostamento bidoni rifiuti;['39.00.0'];['38.11.0', '55.90.1', '01.61.0', '52.21.3', '84.12.3', '68.20.0', '49.50.1', '38.12.0', '38.22.0', '36.00.0'];0
confezioni varie e accessori per l abbigliamento dal;['14.19.1'];['14.11.0', '14.13.2', '14.19.2', '14.13.1', '14.12.0', '95.29.0', '14.14.0', '47.71.5', '13.92.1', '14.19.1'];1
consulenza di impresa;['70.22.0'];['62.02.0', '69.10.1', '74.90.2', '73.11.0', '70.22.0', '66.19.2', '90.03.0', '74.90.9'];1
assistente domiciliare anziani;['88.10.0'];['56.10.4', '77.29.9', '75.00.0', '88.91.0', '88.10.0', '87.30.0', '87.10.0', '96.09.0', '87.90.0', '53.20.0'];1
produzione materiale pulizia;['81.21.0'];['32.99.3', '28.23.0', '14.20.0', '20.30.0', '81.22.0', '23.91.0', '43.39.0', '32.50.1', '20.42.0', '32.91.0'];0
quadro istituto bancario;['64.19.1'];['64.19.4', '69.20.1', '64.99.3', '94.11.0', '64.11.0', '64.19.1', '66.19.1', '64.92.0', '66.11.0'];1
coltivazione di ortaggi aria aperta;['01.13.2'];['01.19.1', '01.13.2', '01.30.0', '10.85.0', '10.32.0', '01.11.2', '01.26.0', '10.39.0', '01.13.1'];1
affitto appartamento uso turistico;['68.31.0'];['55.20.1', '77.29.9', '55.90.2', '77.39.9', '55.20.5', '68.20.0', '96.03.0', '79.90.1'];0
riprese video e foto;['59.11.0', '74.20.1'];['18.13.0', '73.11.0', '74.20.1', '95.12.0', '26.70.2', '74.20.2', '91.01.0', '33.12.5'];1
studio di post produzione musicale;['59.20.3'];['28.23.0', '95.29.0', '26.40.0', '85.42.0', '59.12.0', '26.60.0', '32.20.0', '59.20.3', '32.40.2', '18.20.0'];1
produzione agglomerati in marmo;['23.70.1'];['23.99.0', '10.61.1', '16.29.2', '23.70.1', '23.91.0', '24.44.0', '23.51.0', '26.51.2', '22.19.0', '13.99.1'];1
oleggio di autovetture ed autoveicoli legger;['77.11.0'];['43.33.0', '45.20.2', '77.32.0', '77.11.0', '45.11.0', '77.12.0', '81.29.9', '29.20.0', '45.20.9'];1
realizzazione di un progetto editoriale;['27.12.0'];['58.11.0', '73.11.0', '82.19.0', '43.91.0', '70.21.0', '58.14.0', '90.01.0', '58.19.0', '92.00.0'];0
commercio ingrosso biancheria per la cas;['46.42.3'];['46.42.3', '46.41.9', '47.51.1', '46.65.0', '47.59.1', '46.41.1', '47.78.1', '46.47.3', '46.73.2', '47.71.1'];1
commercio dettaglio macchinari;['47.52.1', '47.52.4', '47.41.0', '47.59.4'];['47.52.1', '47.54.0', '47.78.2', '47.52.4', '47.51.1', '47.42.0', '47.59.4', '47.78.1', '47.41.0', '47.59.5'];1
riparazione manutenzione e assistenza di macchinari;['33.12.5'];['33.12.9', '33.12.1', '95.11.0', '33.14.0', '33.12.3', '33.11.0', '33.12.7', '33.12.5'];1
vendita alimenti preconfezionati;['46.38.3', '47.11.4'];['47.91.2', '46.31.2', '46.23.0', '46.31.1', '47.21.0', '10.89.0', '46.73.2', '46.38.9', '47.71.1', '46.38.3'];1
trasporto di cose per conto terzi in servizio pubblico di piazza;['49.32.1'];['46.69.1', '70.21.0', '49.41.0', '49.32.1', '49.32.2', '50.20.0', '02.40.0', '77.39.1', '50.40.0', '36.00.0'];1
istituti di assistenza ben;['85.32.0'];['88.91.0', '75.00.0', '87.20.0', '88.10.0', '87.30.0', '87.10.0', '96.09.0', '87.90.0', '88.99.0', '96.02.0'];0
fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici cod reg;['20.30.0'];['15.11.0', '20.52.0', '13.96.1', '20.30.0', '22.21.0', '16.29.4', '25.73.1', '20.12.0', '13.96.2', '20.59.5'];1
consulenza e formazione commerciale;['70.22.0', '85.59.2'];['69.10.1', '73.11.0', '74.90.2', '85.51.0', '70.22.0', '69.20.1', '85.60.0', '82.99.9', '85.59.2'];1
noleggio macchinari e deposito;['77.39.9', '52.10.1'];['77.32.0', '77.29.9', '77.11.0', '77.33.0', '77.12.0', '77.39.9', '77.31.0', '43.99.0', '77.21.0', '33.20.0'];1
industria chimica resine;['20.16.0', '20.59.4', '46.75.0'];['23.99.0', '24.46.0', '12.00.0', '38.32.2', '20.59.9', '20.11.0', '20.53.0', '20.41.2', '46.75.0', '13.99.1'];1
nstallazione di apparecchi elettrici ed elettronici per telecomunicazioni di apparecchi trasmittenti radiotelevisivi di impianti di apparecchiature elettriche ed elettroniche inclusa l installazione all interno degli edifici;['95.12.0'];['43.22.0', '33.14.0', '61.30.0', '43.29.0', '61.20.0', '43.21.0', '33.20.0'];0
commercio ambulante panini;['47.81.0'];['46.38.9', '46.36.0', '56.10.4', '47.24.1', '47.82.0', '47.89.0', '47.81.0'];1
commercio al dettaglio all ingrosso;['46.73.1', '45.11.0', '46.39.2', '46.47.1', '46.69.9', '46.90.0'];['47.23.0', '47.51.1', '46.42.1', '47.25.0', '47.21.0', '46.73.2', '47.26.0', '46.41.1', '46.76.3', '47.29.3'];0
fabbricazione di prodotti in metallo esclusi macchinari e attrezzature;['25.99.3'];['28.23.0', '28.29.9', '16.29.1', '20.41.1', '25.99.9', '25.93.1', '20.13.0', '13.95.0', '32.13.0', '25.93.3'];0
blogger su youtube;['62.01.0', '63.11.3', '74.10.2'];['85.51.0', '74.10.2', '58.12.0', '85.52.0', '60.20.0', '74.20.2', '56.30.0', '63.12.0', '92.00.0', '18.20.0'];1
lavori meccanico agrari;['28.30.9', '01.61.0'];['33.12.6', '28.30.1', '45.20.1', '46.14.0', '01.61.0', '25.73.1', '28.30.9', '25.62.0', '28.93.0', '33.12.7'];1
consulente tecnico per acustica e illuminotecnica;['47.59.3'];['62.02.0', '74.90.1', '33.14.0', '74.90.2', '71.20.1', '95.22.0', '66.19.2', '90.03.0', '74.90.9', '43.21.0'];0
societa dilettantistica sportiva;['93.12.0'];['85.51.0', '32.30.0', '46.18.9', '93.11.9', '93.19.1', '93.29.9', '93.12.0', '77.21.0', '93.19.9'];1
vendita e riparazione computer telefoni;['46.52.0', '46.14.0', '26.20.0', '47.42.0', '47.41.0', '46.51.0'];['95.11.0', '95.21.0', '95.12.0', '46.52.0', '95.22.0', '95.24.0', '47.41.0', '33.13.0', '33.12.5'];1
dettaglio articoli materassi;['47.59.1'];['46.16.0', '13.30.0', '47.51.1', '47.53.1', '14.20.0', '47.82.0', '31.03.0', '22.19.0', '47.71.1', '33.12.5'];0
progettazione aree giochiu;['n.c.   '];['73.11.0', '43.12.0', '71.12.2', '93.11.9', '32.40.1', '68.20.0', '43.99.0', '93.29.9', '92.00.0', '74.10.9'];0
lavori per smontaggio;['n.c.   '];['43.91.0', '25.62.0', '43.12.0', '43.11.0', '96.09.0', '39.00.0', '43.29.0', '38.31.2', '38.31.1', '33.20.0'];0
l'acquisto, la costruzione, la ricostruzione, la vendita totale o parziale, la permuta e la progettazione di fabbricati per civili abitazioni;['41.20.0'];['43.22.0', '42.22.0', '41.10.0', '42.21.0', '84.22.0', '68.10.0', '68.31.0', '42.91.0', '41.20.0', '43.21.0'];1
produzione prodotti scientifici;['26.51.2'];['21.20.0', '20.59.1', '23.20.0', '20.59.9', '21.10.0', '23.91.0', '19.20.2', '10.89.0', '10.39.0', '10.81.0'];0
confezionamento e imballaggio;['82.92.2', '82.92.1'];['17.21.0', '14.12.0', '16.24.0', '13.92.1', '25.92.0', '22.22.0', '82.92.2', '17.12.0', '82.92.1', '33.12.5'];1
commercio vino e acqua a domicilio;['47.99.1'];['47.52.4', '46.52.0', '46.74.2', '46.34.1', '47.25.0', '46.44.2', '47.76.1', '47.21.0', '46.22.0', '53.20.0'];0
fornitore di attrezzature commerciali;['46.69.9'];['47.52.1', '90.02.0', '46.52.0', '46.69.1', '01.61.0', '32.30.0', '47.42.0', '69.20.1', '46.18.9', '77.21.0'];0
servizio sanitario attivitonsulenza professionale;['86.90.4', '86.22.0'];['94.20.0', '84.25.2', '75.00.0', '86.22.0', '81.22.0', '94.12.2', '86.23.0', '69.20.3', '74.90.9', '86.90.3'];1
traformazione di prodotti tipici;['47.29.9', '47.78.3'];['33.19.0', '46.73.1', '23.20.0', '20.59.3', '95.29.0', '20.53.0', '10.89.0', '46.73.2', '10.39.0', '10.72.0'];0
consulenza gestione software;['62.01.0'];['62.02.0', '70.22.0', '66.19.2', '74.90.3', '74.90.9', '58.29.0', '82.99.9', '62.09.0'];0
commercio ingrosso imballaggi carta;['46.76.3'];['46.76.9', '17.21.0', '47.62.2', '46.49.1', '22.22.0', '46.77.2', '16.24.0', '46.73.4', '46.73.2', '46.76.3'];1
commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale;['47.75.1'];['47.52.1', '46.45.0', '47.51.1', '47.59.9', '47.78.6', '47.89.0', '47.71.1', '20.42.0', '47.52.2', '47.75.1'];1
noleggio auto storiche;['14.13.2', '77.11.0'];['77.35.0', '77.11.0', '49.41.0', '77.12.0', '77.39.9', '77.34.0', '77.31.0', '77.39.1', '77.21.0'];1
perseguimento senza scopo di lucro di finalita civiche solidariastiche e di utilita sociale mediante lo svolgimento in via esclusiva o principale di interesse generale;['94.99.9'];['94.99.2', '94.99.9', '72.20.0', '41.10.0', '94.99.1', '38.21.0', '94.11.0', '87.90.0', '88.99.0', '94.99.5'];1
vendita al dettaglio cerimonia e sposa;['47.71.1'];['47.78.2', '47.71.1', '47.78.9', '47.59.3', '47.78.1', '47.76.1', '47.79.2', '47.43.0', '47.78.3'];1
attivita di conservazione e restauro opere d arte;['90.03.0'];['33.19.0', '69.10.1', '33.12.3', '91.02.0', '95.24.0', '96.09.0', '90.03.0', '91.03.0', '91.01.0', '79.90.1'];1
vendita impianti audio;['46.43.1'];['47.59.6', '95.21.0', '46.43.1', '46.49.9', '26.40.0', '46.69.2', '46.47.3', '43.29.0', '43.21.0', '47.43.0'];1
costruzione rete idrica e fognante;['37.00.0', '42.21.0', '46.74.2'];['30.12.0', '42.22.0', '43.91.0', '42.21.0', '43.12.0', '42.13.0', '42.91.0', '43.99.0', '42.12.0', '38.11.0'];1
produzione di componenti ed assieme;['30.91.2', '31.02.0', '26.11.0', '14.39.0', '31.09.1'];['30.91.2', '26.20.0', '26.12.0', '26.11.0', '28.25.0', '27.33.0', '25.11.0', '31.09.4', '30.92.2', '33.12.5'];1
servizi alle impresa;['n.c.   '];['82.11.0', '81.10.0', '82.19.0', '70.22.0', '80.30.0', '69.20.1', '66.19.2', '68.20.0', '02.40.0', '82.99.9'];0
prestazione di mano d'opera;['81.21.0'];['64.99.1', '25.62.0', '01.61.0', '28.13.0', '02.40.0', '43.99.0', '64.99.5', '74.90.9', '96.03.0', '33.20.0'];0
procacciatore d'affari di superfici plastiche;['46.18.9'];['46.16.0', '46.13.0', '46.18.1', '46.15.0', '46.12.0', '46.18.9', '46.18.2', '46.17.0', '46.18.3', '46.11.0'];1
altre attivita di consulenza tecnica nca;['74.90.9'];['74.90.2', '96.09.0', '81.29.9', '62.09.0', '85.60.0', '74.90.9', '64.92.0', '82.99.9', '63.99.0'];1
consulenza installazione montascale;['62.02.0', 'n.c.   '];['43.91.0', '43.32.0', '43.29.0', '43.21.0', '33.20.0'];0
gestione progetti software e management;['62.01.0'];['62.02.0', '71.20.2', '62.01.0', '01.61.0', '52.10.2', '70.22.0', '84.12.3', '82.99.9', '91.03.0', '85.59.2'];1
commercio materiale vario;['46.77.2', '47.11.4', '46.90.0'];['47.78.2', '47.51.1', '46.52.0', '47.79.3', '46.41.1', '47.52.3', '46.47.1', '46.73.2', '47.72.2', '47.79.2'];0
commercio on line cosmetici;['47.91.1'];['46.46.1', '46.45.0', '46.69.3', '47.51.1', '46.42.1', '46.44.3', '46.38.9', '46.41.1', '47.29.3', '47.78.3'];0
vendita dettaglio occhiali da sole e premontati;['47.78.2'];['47.52.1', '47.79.2', '47.54.0', '47.78.2', '47.72.1', '47.59.3', '47.77.0', '47.64.2', '46.43.3', '47.71.1'];1
istruttore di guida automobilistica;['85.53.0', '85.32.0'];['85.53.0', '45.20.1', '45.20.2', '85.51.0', '85.32.0', '52.21.6', '49.41.0', '94.99.2', '74.10.2', '45.20.9'];1
frutta e verdura e prodotti tipici;['47.29.9', '10.39.0'];['10.32.0', '46.34.2', '01.30.0', '01.61.0', '10.39.0', '46.17.0', '47.21.0', '46.31.1', '46.31.2'];1
sito di ripetizioni;['85.59.9'];['85.59.9', '95.11.0', '82.19.0', '59.20.1', '58.12.0', '74.10.3', '85.59.3', '63.12.0', '74.10.2', '18.20.0'];1
centri di formazione;['85.41.0'];['85.59.9', '85.51.0', '85.52.0', '86.22.0', '87.20.0', '87.10.0', '85.59.3', '85.59.2'];0
lavori di isolamento termico acustico o antivibrazioni;['43.29.0'];['43.33.0', '43.91.0', '23.43.0', '33.12.4', '26.60.0', '30.11.0', '43.29.0', '43.99.0', '39.00.0'];1
trasporto rifiuti speciali non pericolosi;['38.32.3'];['49.20.0', '38.21.0', '49.41.0', '49.32.1', '49.50.2', '51.21.0', '38.12.0', '50.40.0', '38.22.0', '38.11.0'];0
carta di debito;['84.11.1'];['95.11.0', '64.19.4', '17.11.0', '46.49.1', '26.20.0', '17.12.0', '64.19.1', '32.40.1', '66.19.1', '64.92.0'];0
gestione cavalli da corsa;['93.12.0'];['55.90.1', '93.13.0', '52.21.1', '93.11.1', '01.61.0', '93.11.9', '49.50.2', '01.43.0', '93.11.2', '19.10.0'];0
costruzione evendita mobili;['31.09.1'];['23.42.0', '23.70.1', '43.91.0', '30.30.0', '31.02.0', '31.09.4', '28.22.0', '16.23.2', '31.09.1', '31.09.5'];1
progetti di branding marketing comunicazione e campagne pubblicitarie offline e online oltre a produzione di contenuti;['73.11.0'];['62.02.0', '73.11.0', '70.22.0', '94.11.0', '73.20.0', '59.11.0', '61.20.0', '58.19.0', '18.12.0'];1
devulcanizzazione di gomma vulcanizzata;['45.32.0', '33.19.0', '22.19.0'];['45.20.1', '33.19.0', '22.11.2', '10.82.0', '06.20.0', '38.32.2', '22.19.0', '38.31.1', '20.17.0'];1
architettura del paesaggio;['71.11.0'];['71.12.3', '02.20.0', '01.19.1', '43.91.0', '81.30.0', '43.12.0', '71.11.0', '84.12.3', '72.19.0', '74.10.2'];1
commercio al dettaglio accessori e prodotti per scarpe;['47.72.2', '47.78.2', '46.42.4'];['47.54.0', '46.42.1', '47.72.1', '47.59.3', '47.71.5', '47.64.1', '45.32.0', '47.72.2', '47.71.1', '46.42.4'];1
costruzioni di segnaletiche stradali;['42.11.0'];['27.40.0', '27.90.0', '43.91.0', '19.20.4', '84.13.4', '42.11.0', '42.13.0', '42.91.0', '43.29.0', '43.21.0'];1
societa tra professionisti dottori commercialisti;['69.20.1'];['74.90.1', '69.20.1', '84.13.9', '94.11.0', '46.17.0', '46.18.3', '94.12.2', '69.20.3', '82.91.2'];1
riparazione prodotti di scarto;['33.11.0'];['33.19.0', '95.11.0', '95.21.0', '95.22.0', '95.29.0', '95.24.0', '33.12.5'];0
servizi di consulenza in ambito commerciale marke;['73.20.0'];['62.02.0', '73.11.0', '69.10.1', '70.22.0', '69.20.1', '66.19.2', '82.99.3'];0
attrezzature per la preparazione di caffattrezzature per la preparazione di caffe;['56.30.0'];['33.12.9', '01.27.0', '28.29.3', '28.23.0', '27.51.0', '77.33.0', '28.93.0', '28.99.9', '10.83.0', '28.94.1'];0
gestione proprio patrimonio finanziario;['68.20.0'];['66.30.0', '70.22.0', '52.10.2', '68.10.0', '64.99.3', '64.91.0', '93.11.2', '64.92.0', '66.19.3', '66.11.0'];0
vendita di prodotti surgelati all ingrosso ed al dettaglio;['46.39.1'];['46.36.0', '46.39.1', '47.11.5', '47.21.0', '10.12.0', '46.31.1', '46.31.2', '46.38.2', '46.32.1'];1
affitti a breve termino;['n.c.   '];['82.11.0', '55.10.0', '77.11.0', '77.39.9', '55.20.5', '49.42.0', '68.20.0', '96.03.0', '55.30.0'];0
commercio ingrosso moto;['45.40.1'];['47.52.1', '46.69.9', '46.65.0', '45.31.0', '45.40.1', '45.40.2', '46.73.2', '46.74.1', '46.41.1', '46.76.3'];1
erogazione servizin sorveglianza;['80.10.0'];['74.90.2', '81.29.1', '61.10.0', '75.00.0', '80.30.0', '64.11.0', '80.10.0', '80.20.0', '61.90.1', '63.11.1'];1
distribuzione primi piatti;['56.30.0'];['10.61.4', '56.10.4', '10.85.0', '56.29.2', '47.11.3', '56.10.1', '35.13.0', '46.38.3'];0
attivita di supporto alla produzione vegetale;['01.61.0'];['01.30.0', '71.20.2', '01.27.0', '01.19.1', '01.61.0', '09.10.0', '01.16.0', '02.40.0', '10.39.0', '79.90.1'];1
commercio al dettaglio di tessuti per l abbigliamento;['47.51.1'];['47.71.4', '47.51.1', '46.42.1', '47.79.3', '46.41.1', '47.59.1', '47.82.0', '47.78.1', '47.71.1', '47.78.3'];1
ditta individuale artigiano;['n.c.   '];['47.52.1', '66.22.0', '46.15.0', '23.19.2', '90.03.0', '32.12.1', '47.81.0', '74.10.9', '47.78.3'];0
ffabbricaz macchine per l industria della carta del cartone;['33.12.9', '28.95.0', '33.20.0'];['33.12.9', '13.10.0', '17.21.0', '17.24.0', '28.23.0', '28.95.0', '17.29.0', '17.12.0', '28.99.9', '28.94.1'];1
scuola d infanzia;['85.10.0'];['01.46.0', '85.51.0', '88.91.0', '85.52.0', '46.49.3', '85.20.0', '85.31.1', '85.10.0', '85.59.3', '85.60.0'];1
commercio propri prodotti agricoli;['46.31.1', '47.99.1', '46.11.0'];['46.61.0', '47.76.2', '47.52.4', '46.14.0', '47.21.0', '46.22.0', '46.75.0', '47.81.0', '47.29.3'];0
vendita di beni;['46.19.0'];['47.91.2', '47.79.3', '73.12.0', '47.91.1', '45.11.0', '68.10.0', '46.23.0', '74.90.9', '96.03.0', '45.19.0'];0
consulenza, mediatore finanziario;['66.19.2'];['69.10.1', '46.18.1', '46.15.0', '70.22.0', '46.12.0', '69.20.1', '68.31.0', '66.19.2', '46.17.0'];1
vendita all'ingrosso di carburanti;['47.30.0', '46.71.0', '49.41.0'];['47.30.0', '47.78.4', '46.34.1', '45.31.0', '46.69.2', '46.71.0', '46.35.0', '46.75.0', '46.33.2', '45.19.0'];1
taglio di alberi;['02.20.0'];['02.20.0', '16.10.0', '01.19.1', '01.25.0', '02.10.0', '01.15.0', '01.29.0', '25.62.0', '38.31.1', '33.12.7'];1
l attivita svolta e fabbricazione di cavi a fibra ottica;['27.31.0'];['27.31.0', '23.14.0', '24.20.2', '27.32.0', '20.60.0', '27.11.0', '26.11.0', '26.30.1', '28.99.9'];1
commercio al dettagio detersivi;['47.78.6'];['46.42.2', '46.45.0', '47.51.1', '46.44.3', '47.79.3', '47.78.6', '47.89.0', '46.41.1', '47.52.2'];1
impresa edilizia costruzione demolizione;['42.11.0', '43.11.0', '41.20.0'];['43.91.0', '43.12.0', '42.21.0', '42.91.0', '43.11.0', '68.20.0', '38.31.2', '38.31.1', '38.11.0', '39.00.0'];1
consulente attivita intellettuale;['n.c.   '];['62.02.0', '69.10.1', '74.90.2', '66.19.2', '94.12.2', '90.03.0', '69.20.3', '90.01.0', '86.90.3'];0
servizi consulenza aziendale marketing;['70.22.0'];['62.02.0', '73.11.0', '69.10.1', '70.22.0', '69.20.1', '66.19.2', '82.91.2'];1
progettazione e sviluppo in ambito tecnologico;['71.12.1', '62.01.0', '74.10.3', 'n.c.   '];['62.02.0', '71.20.2', '72.20.0', '71.20.1', '62.01.0', '71.12.1', '72.19.0', '72.11.0', '84.11.1'];1
fusione di ghisa e produzione di tubi e raccordi in ghisa cod reg;['24.51.0'];['24.51.0', '24.45.0', '24.53.0', '24.20.2', '23.62.0', '24.42.0', '24.44.0', '24.52.0', '27.12.0', '24.43.0'];1
